,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.mp,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.loudness_incr,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.adagio,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
470,470,62.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,0.4965035021305084,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4965035021305084,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,58.0,7.0
471,471,65.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,0.4965035021305084,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.4965035021305084,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,58.0,7.0
472,472,68.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.25,0.498251736164093,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.498251736164093,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
473,473,67.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.5,0.5,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.5,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
474,474,68.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.75,0.501748263835907,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.501748263835907,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
475,475,67.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999999791666648,0.0,72.0,0.503496527671814,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.503496527671814,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
476,476,63.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8749999817708317,0.0,72.25,0.5052447319030762,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5052447319030762,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
477,477,62.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7499999843749986,0.0,72.5,0.5069929957389832,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5069929957389832,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
478,478,63.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6249999869791656,0.0,72.75,0.5087412595748901,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5087412595748901,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
479,479,63.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49999998958333247,0.0,73.0,0.5104895234107971,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5104895234107971,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,63.0,4.0
480,480,67.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49999998958333247,0.0,73.0,0.5104895234107971,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.5104895234107971,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,63.0,4.0
481,481,61.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37499999218749935,0.0,73.25,0.5122377872467041,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.5122377872467041,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
482,482,60.0,1.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24999999479166624,0.0,73.5,0.5139859914779663,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5139859914779663,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
483,483,61.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12499999739583312,0.0,73.75,0.5157342553138733,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.5157342553138733,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
484,484,63.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,0.5174825191497803,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5174825191497803,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,63.0,5.0
485,485,68.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,0.5174825191497803,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5174825191497803,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,63.0,5.0
486,486,60.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125000002604167,0.0,74.25,0.5192307829856873,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5192307829856873,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
487,487,59.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.250000005208334,0.0,74.5,0.5209790468215942,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.5209790468215942,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
488,488,60.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.375000007812501,0.0,74.75,0.5227272510528564,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5227272510528564,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
489,489,63.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.500000010416668,0.0,75.0,0.5244755148887634,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5244755148887634,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,63.0,6.0
490,490,69.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.500000010416668,0.0,75.0,0.5244755148887634,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5244755148887634,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,63.0,6.0
491,491,59.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.625000013020835,0.0,75.25,0.5262237787246704,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.5262237787246704,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
492,492,58.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.750000015625002,0.0,75.5,0.5279720425605774,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.5279720425605774,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
493,493,59.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.875000018229169,0.0,75.75,0.5297203063964844,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.5297203063964844,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
494,494,58.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.0,0.5314685106277466,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.5314685106277466,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,58.0,4.0
495,495,62.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.0,0.5314685106277466,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5314685106277466,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,58.0,4.0
496,496,70.0,0.125,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.125,0.5323426723480225,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5323426723480225,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
497,497,69.0,0.25,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.25,0.5332167744636536,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5332167744636536,0.14285714285714285,0.8571428571428572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
498,498,70.0,0.375,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.375,0.5340909361839294,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5340909361839294,0.2857142857142857,0.7142857142857143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
499,499,69.0,0.5,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.5,0.5349650382995605,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5349650382995605,0.42857142857142855,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
500,500,70.0,0.625,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.625,0.5358391404151917,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5358391404151917,0.5714285714285714,0.4285714285714286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
501,501,72.0,0.75,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.75,0.5367133021354675,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5367133021354675,0.7142857142857142,0.2857142857142858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
502,502,70.0,0.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.875,0.5375874042510986,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5375874042510986,0.8571428571428571,0.1428571428571429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
503,503,58.0,1.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.5384615659713745,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.5384615659713745,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,58.0,2.0
504,504,60.0,1.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.5384615659713745,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5384615659713745,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,58.0,2.0
505,505,75.0,1.125,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.125,0.5393356680870056,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5393356680870056,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
506,506,74.0,1.25,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.25,0.5402097702026367,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5402097702026367,0.14285714285714285,0.8571428571428572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
507,507,75.0,1.375,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.375,0.5410839319229126,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5410839319229126,0.2857142857142857,0.7142857142857143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
508,508,63.0,1.5,0.5,4,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.5,0.5419580340385437,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5419580340385437,0.42857142857142855,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,63.0,11.0
509,509,74.0,1.5,0.125,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.5,0.5419580340385437,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5419580340385437,0.42857142857142855,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,63.0,11.0
510,510,72.0,1.625,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.625,0.5428321957588196,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5428321957588196,0.5714285714285714,0.4285714285714286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
511,511,70.0,1.75,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.75,0.5437062978744507,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5437062978744507,0.7142857142857142,0.2857142857142858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
512,512,69.0,1.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.875,0.5445803999900818,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5445803999900818,0.8571428571428571,0.1428571428571429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
513,513,58.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.0,0.5454545617103577,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.5454545617103577,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,58.0,4.0
514,514,62.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.0,0.5454545617103577,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5454545617103577,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,58.0,4.0
515,515,70.0,2.125,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.125,0.5463286638259888,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5463286638259888,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
516,516,69.0,2.25,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.25,0.5472028255462646,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5472028255462646,0.14285714285714285,0.8571428571428572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
517,517,70.0,2.375,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.375,0.5480769276618958,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5480769276618958,0.2857142857142857,0.7142857142857143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
518,518,69.0,2.5,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.5,0.5489510297775269,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5489510297775269,0.42857142857142855,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
519,519,70.0,2.625,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.625,0.5498251914978027,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5498251914978027,0.5714285714285714,0.4285714285714286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
520,520,72.0,2.75,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.75,0.5506992936134338,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5506992936134338,0.7142857142857142,0.2857142857142858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
521,521,70.0,2.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.875,0.5515734553337097,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5515734553337097,0.8571428571428571,0.1428571428571429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
522,522,58.0,3.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,0.5524475574493408,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.5524475574493408,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,58.0,2.0
523,523,60.0,3.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,0.5524475574493408,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5524475574493408,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,58.0,2.0
524,524,75.0,3.125,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.125,0.5533216595649719,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5533216595649719,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
525,525,74.0,3.25,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.25,0.5541958212852478,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5541958212852478,0.14285714285714285,0.8571428571428572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
526,526,75.0,3.375,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.375,0.5550699234008789,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5550699234008789,0.2857142857142857,0.7142857142857143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
