,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
364,364,60.0,2.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,86.0,0.29655173420906067,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.29655173420906067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,72.0,60.0,12.0
365,365,64.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,86.0,0.29655173420906067,0.5039370078740157,0.25395250790501583,0.127976066975756,0.29655173420906067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,72.0,60.0,12.0
366,366,71.0,2.0,0.0,4,0.0,0.5,0.0,1.0,1.0,1.0,86.0,0.29655173420906067,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.29655173420906067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,72.0,60.0,12.0
367,367,72.0,2.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.29655173420906067,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.29655173420906067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,72.0,60.0,12.0
368,368,60.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,86.5,0.2982758581638336,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.2982758581638336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,60.0,4.0
369,369,64.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,86.5,0.2982758581638336,0.5039370078740157,0.25395250790501583,0.127976066975756,0.2982758581638336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,60.0,4.0
370,370,60.0,3.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,87.0,0.30000001192092896,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,60.0,16.0
371,371,64.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,87.0,0.30000001192092896,0.5039370078740157,0.25395250790501583,0.127976066975756,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,76.0,60.0,16.0
372,372,75.0,3.0,0.0,4,0.0,0.5,0.0,1.0,1.0,1.0,87.0,0.30000001192092896,0.5905511811023622,0.348750697501395,0.20595513631972145,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,76.0,60.0,16.0
373,373,76.0,3.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.30000001192092896,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,76.0,60.0,16.0
374,374,60.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,87.5,0.3017241358757019,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.3017241358757019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,60.0,4.0
375,375,64.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,87.5,0.3017241358757019,0.5039370078740157,0.25395250790501583,0.127976066975756,0.3017241358757019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,60.0,4.0
376,376,60.0,0.0,0.5,4,0.0,1.5,0.0,0.0,0.0,0.0,88.0,0.30344828963279724,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.30344828963279724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,81.0,60.0,21.0
377,377,64.0,0.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,88.0,0.30344828963279724,0.5039370078740157,0.25395250790501583,0.127976066975756,0.30344828963279724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,81.0,60.0,21.0
378,378,80.0,0.0,0.0,4,0.0,0.5,0.0,1.0,1.0,1.0,88.0,0.30344828963279724,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.30344828963279724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,81.0,60.0,21.0
379,379,81.0,0.0,1.5,4,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.30344828963279724,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.30344828963279724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,81.0,60.0,21.0
380,380,60.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,88.5,0.3051724135875702,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.3051724135875702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,60.0,4.0
381,381,64.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,88.5,0.3051724135875702,0.5039370078740157,0.25395250790501583,0.127976066975756,0.3051724135875702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,60.0,4.0
382,382,60.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,89.0,0.30689653754234314,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.30689653754234314,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,60.0,4.0
383,383,64.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,89.0,0.30689653754234314,0.5039370078740157,0.25395250790501583,0.127976066975756,0.30689653754234314,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,60.0,4.0
384,384,60.0,1.5,0.5,4,0.0,0.125,0.0,0.0,0.0,0.0,89.5,0.3086206912994385,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.3086206912994385,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,83.0,60.0,23.0
385,385,64.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,89.5,0.3086206912994385,0.5039370078740157,0.25395250790501583,0.127976066975756,0.3086206912994385,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,83.0,60.0,23.0
386,386,83.0,1.5,0.125,4,0.0,0.5,0.0,0.0,0.0,0.0,89.5,0.3086206912994385,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.3086206912994385,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,83.0,60.0,23.0
387,387,81.0,1.625,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,89.625,0.3090517222881317,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.3090517222881317,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
388,388,80.0,1.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,89.75,0.30948275327682495,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.30948275327682495,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
389,389,81.0,1.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,89.875,0.3099137842655182,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.3099137842655182,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
390,390,60.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,90.0,0.3103448152542114,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.3103448152542114,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,84.0,60.0,24.0
391,391,64.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,90.0,0.3103448152542114,0.5039370078740157,0.25395250790501583,0.127976066975756,0.3103448152542114,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,84.0,60.0,24.0
392,392,84.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,90.0,0.3103448152542114,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.3103448152542114,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,84.0,60.0,24.0
393,393,60.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,90.5,0.31206896901130676,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.31206896901130676,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,60.0,21.0
394,394,64.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,90.5,0.31206896901130676,0.5039370078740157,0.25395250790501583,0.127976066975756,0.31206896901130676,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,60.0,21.0
395,395,81.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,90.5,0.31206896901130676,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.31206896901130676,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,60.0,21.0
396,396,60.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,91.0,0.3137930929660797,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.3137930929660797,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,84.0,60.0,24.0
397,397,64.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,91.0,0.3137930929660797,0.5039370078740157,0.25395250790501583,0.127976066975756,0.3137930929660797,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,84.0,60.0,24.0
398,398,84.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,91.0,0.3137930929660797,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.3137930929660797,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,84.0,60.0,24.0
399,399,60.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,91.5,0.31551724672317505,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.31551724672317505,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,60.0,21.0
400,400,64.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,91.5,0.31551724672317505,0.5039370078740157,0.25395250790501583,0.127976066975756,0.31551724672317505,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,60.0,21.0
401,401,81.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,91.5,0.31551724672317505,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.31551724672317505,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,60.0,21.0
402,402,62.0,0.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,92.0,0.317241370677948,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.317241370677948,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,83.0,62.0,21.0
403,403,83.0,0.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,92.0,0.317241370677948,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.317241370677948,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,62.0,21.0
404,404,71.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,92.25,0.31810346245765686,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.31810346245765686,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
405,405,67.0,0.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,92.5,0.31896552443504333,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.31896552443504333,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,67.0,12.0
406,406,79.0,0.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,92.5,0.31896552443504333,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.31896552443504333,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,67.0,12.0
407,407,71.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,92.75,0.3198275864124298,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.3198275864124298,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
408,408,62.0,1.0,0.25,4,0.0,2.0,0.0,0.0,0.0,0.0,93.0,0.3206896483898163,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.3206896483898163,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,62.0,24.0
409,409,86.0,1.0,2.0,4,0.0,0.25,0.0,0.0,0.0,0.0,93.0,0.3206896483898163,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.3206896483898163,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,62.0,24.0
410,410,71.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,93.25,0.32155171036720276,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.32155171036720276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
411,411,67.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,93.5,0.3224138021469116,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.3224138021469116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
412,412,71.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,93.75,0.3232758641242981,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.3232758641242981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
413,413,62.0,2.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,94.0,0.32413792610168457,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.32413792610168457,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
414,414,71.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,94.25,0.32499998807907104,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.32499998807907104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
415,415,67.0,2.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,94.5,0.3258620798587799,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.3258620798587799,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
416,416,71.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,94.75,0.3267241418361664,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.3267241418361664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
417,417,62.0,3.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,95.0,0.32758620381355286,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.32758620381355286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,62.0,22.0
418,418,84.0,3.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,95.0,0.32758620381355286,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.32758620381355286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,62.0,22.0
419,419,71.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,95.25,0.32844826579093933,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.32844826579093933,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,83.0,71.0,12.0
420,420,83.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,95.25,0.32844826579093933,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.32844826579093933,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,71.0,12.0
421,421,67.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,95.5,0.3293103575706482,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.3293103575706482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,67.0,14.0
422,422,81.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,95.5,0.3293103575706482,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.3293103575706482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,67.0,14.0
423,423,71.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,95.75,0.33017241954803467,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.33017241954803467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,71.0,8.0
424,424,79.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,95.75,0.33017241954803467,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.33017241954803467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,71.0,8.0
425,425,62.0,0.0,0.25,4,0.0,4.0,0.0,0.0,0.0,0.0,96.0,0.33103448152542114,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.33103448152542114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,62.0,19.0
426,426,81.0,0.0,4.0,4,0.0,0.25,0.0,0.0,0.0,0.0,96.0,0.33103448152542114,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.33103448152542114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,62.0,19.0
427,427,72.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,96.25,0.3318965435028076,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.3318965435028076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
428,428,66.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,96.5,0.3327586352825165,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.3327586352825165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0
429,429,72.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,96.75,0.33362069725990295,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.33362069725990295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
430,430,62.0,1.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,97.0,0.33448275923728943,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.33448275923728943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
