,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
0,0,60.0,0.0,0.5,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,60.0,12.0
1,1,72.0,0.0,2.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,60.0,12.0
2,2,67.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0017241379246115685,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0017241379246115685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
3,3,64.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.003448275849223137,0.5039370078740157,0.25395250790501583,0.127976066975756,0.003448275849223137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
4,4,67.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.005172413773834705,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.005172413773834705,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
5,5,60.0,2.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.006896551698446274,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.006896551698446274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,60.0,16.0
6,6,76.0,2.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.006896551698446274,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.006896551698446274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,60.0,16.0
7,7,67.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,2.5,0.008620689623057842,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.008620689623057842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
8,8,64.0,3.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.01034482754766941,0.5039370078740157,0.25395250790501583,0.127976066975756,0.01034482754766941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,64.0,15.0
9,9,79.0,3.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.01034482754766941,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.01034482754766941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,64.0,15.0
10,10,67.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,3.5,0.01206896547228098,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.01206896547228098,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
11,11,62.0,0.0,0.5,4,0.0,1.5,0.0,0.0,0.0,0.0,4.0,0.013793103396892548,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.013793103396892548,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,62.0,9.0
12,12,71.0,0.0,1.5,4,0.0,0.5,0.0,0.0,0.0,0.0,4.0,0.013793103396892548,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.013793103396892548,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,62.0,9.0
13,13,67.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,4.5,0.015517241321504116,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.015517241321504116,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
14,14,65.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,5.0,0.017241379246115685,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.017241379246115685,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
15,15,67.0,1.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,5.5,0.018965518102049828,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.018965518102049828,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,67.0,5.0
16,16,72.0,1.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,5.5,0.018965518102049828,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.018965518102049828,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,67.0,5.0
17,17,74.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,5.75,0.01982758566737175,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.01982758566737175,0.5833333333333333,0.41666666666666674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
18,18,60.0,2.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.02068965509533882,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.02068965509533882,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,60.0,12.0
19,19,72.0,2.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,6.0,0.02068965509533882,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.02068965509533882,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,60.0,12.0
20,20,67.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,6.5,0.022413793951272964,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.022413793951272964,0.8333333333333333,0.16666666666666674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
21,21,64.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,7.0,0.02413793094456196,0.5039370078740157,0.25395250790501583,0.127976066975756,0.02413793094456196,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
22,22,67.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,7.5,0.0258620698004961,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0258620698004961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
23,23,60.0,0.0,0.5,4,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.027586206793785095,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.027586206793785095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,60.0,21.0
24,24,81.0,0.0,2.0,4,0.0,0.5,0.0,0.0,0.0,0.0,8.0,0.027586206793785095,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.027586206793785095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,60.0,21.0
25,25,69.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,8.5,0.02931034564971924,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.02931034564971924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
26,26,65.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,9.0,0.031034482643008232,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.031034482643008232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
27,27,69.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,9.5,0.032758619636297226,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.032758619636297226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
28,28,60.0,2.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.03448275849223137,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.03448275849223137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,60.0,19.0
29,29,79.0,2.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,10.0,0.03448275849223137,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.03448275849223137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,60.0,19.0
30,30,67.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,10.5,0.03620689734816551,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.03620689734816551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
31,31,64.0,3.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.037931036204099655,0.5039370078740157,0.25395250790501583,0.127976066975756,0.037931036204099655,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,64.0,20.0
32,32,84.0,3.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,11.0,0.037931036204099655,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.037931036204099655,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,64.0,20.0
33,33,67.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,11.5,0.0396551713347435,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0396551713347435,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
34,34,59.0,0.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.04137931019067764,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.04137931019067764,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,59.0,20.0
35,35,79.0,0.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,12.0,0.04137931019067764,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.04137931019067764,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,59.0,20.0
36,36,67.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,12.5,0.043103449046611786,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.043103449046611786,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
37,37,62.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,13.0,0.04482758790254593,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.04482758790254593,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
38,38,77.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,13.0,0.04482758790254593,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.04482758790254593,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
39,39,67.0,1.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,13.5,0.046551723033189774,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.046551723033189774,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,67.0,9.0
40,40,76.0,1.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,13.5,0.046551723033189774,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.046551723033189774,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,67.0,9.0
41,41,77.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,13.75,0.047413792461156845,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.047413792461156845,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
42,42,60.0,2.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.04827586188912392,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.04827586188912392,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,60.0,16.0
43,43,76.0,2.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,14.0,0.04827586188912392,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.04827586188912392,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,60.0,16.0
44,44,67.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,14.5,0.05000000074505806,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.05000000074505806,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
45,45,64.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,15.0,0.0517241396009922,0.5039370078740157,0.25395250790501583,0.127976066975756,0.0517241396009922,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
46,46,67.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,15.5,0.05344827473163605,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.05344827473163605,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
47,47,65.0,0.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,16.0,0.05517241358757019,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.05517241358757019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,65.0,4.0
48,48,69.0,0.0,0.5,4,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.05517241358757019,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.05517241358757019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,65.0,4.0
49,49,71.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,16.5,0.056896552443504333,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.056896552443504333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
50,50,72.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,16.75,0.057758621871471405,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.057758621871471405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
51,51,74.0,1.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,17.0,0.05862069129943848,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.05862069129943848,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
52,52,76.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,17.25,0.05948275700211525,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.05948275700211525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
53,53,77.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,17.5,0.06034482643008232,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.06034482643008232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
54,54,79.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,17.75,0.06120689585804939,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.06120689585804939,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
55,55,81.0,2.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,18.0,0.062068965286016464,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.062068965286016464,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
56,56,79.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,18.25,0.06293103098869324,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.06293103098869324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
57,57,77.0,2.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,18.5,0.06379310041666031,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.06379310041666031,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
58,58,76.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,18.75,0.06465516984462738,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.06465516984462738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
59,59,53.0,3.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,19.0,0.06551723927259445,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.06551723927259445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,53.0,21.0
60,60,60.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.06551723927259445,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.06551723927259445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,53.0,21.0
61,61,74.0,3.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.06551723927259445,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.06551723927259445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,53.0,21.0
62,62,72.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,19.25,0.06637930870056152,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.06637930870056152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
63,63,71.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,19.5,0.0672413781285286,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.0672413781285286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
64,64,69.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,19.75,0.06810344755649567,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.06810344755649567,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
65,65,52.0,0.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,20.0,0.06896551698446274,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.06896551698446274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,67.0,52.0,15.0
66,66,60.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.06896551698446274,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.06896551698446274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,67.0,52.0,15.0
