,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.loudness_decr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
233,233,72.0,2.25,0.125,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.25,0.2101227045059204,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.2101227045059204,0.9166666666666666,1.0833333333333335,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,62.0,10.0
234,234,60.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.5,0.21165643632411957,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.21165643632411957,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,60.0,11.0
235,235,71.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.5,0.21165643632411957,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.21165643632411957,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,60.0,11.0
236,236,62.0,2.75,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.75,0.21319018304347992,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.21319018304347992,1.4166666666666665,0.5833333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,62.0,7.0
237,237,69.0,2.75,0.125,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.75,0.21319018304347992,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.21319018304347992,1.4166666666666665,0.5833333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,62.0,7.0
238,238,57.0,3.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.21472392976284027,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.21472392976284027,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,57.0,10.0
239,239,67.0,3.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.21472392976284027,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.21472392976284027,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,57.0,10.0
240,240,62.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.25,0.21625766158103943,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.21625766158103943,0.5833333333333333,1.4166666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
241,241,60.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.5,0.21779140830039978,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.21779140830039978,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,60.0,6.0
242,242,66.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.5,0.21779140830039978,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.21779140830039978,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,60.0,6.0
243,243,62.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.75,0.21932515501976013,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.21932515501976013,1.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
244,244,55.0,0.0,0.25,4,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.22085890173912048,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.22085890173912048,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,55.0,19.0
245,245,74.0,0.0,0.75,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.22085890173912048,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.22085890173912048,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,55.0,19.0
246,246,62.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.25,0.22239263355731964,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.22239263355731964,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
247,247,59.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.5,0.22392638027668,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.22392638027668,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
248,248,62.0,0.75,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.75,0.22546012699604034,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.22546012699604034,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,62.0,14.0
249,249,76.0,0.75,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.75,0.22546012699604034,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.22546012699604034,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,62.0,14.0
250,250,78.0,0.875,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.875,0.22622700035572052,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.22622700035572052,1.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
251,251,55.0,1.0,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.2269938588142395,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.2269938588142395,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,55.0,24.0
252,252,79.0,1.0,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.2269938588142395,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2269938588142395,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,55.0,24.0
253,253,81.0,1.125,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.125,0.22776073217391968,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.22776073217391968,0.25,1.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
254,254,62.0,1.25,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.25,0.22852760553359985,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.22852760553359985,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,83.0,62.0,21.0
255,255,83.0,1.25,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.25,0.22852760553359985,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.22852760553359985,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,62.0,21.0
256,256,78.0,1.375,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.375,0.22929447889328003,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.22929447889328003,0.75,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
257,257,59.0,1.5,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.5,0.2300613522529602,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.2300613522529602,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,59.0,20.0
258,258,79.0,1.5,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.5,0.2300613522529602,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2300613522529602,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,59.0,20.0
259,259,74.0,1.625,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.625,0.23082822561264038,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23082822561264038,1.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
260,260,62.0,1.75,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.75,0.23159509897232056,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.23159509897232056,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,62.0,14.0
261,261,76.0,1.75,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.75,0.23159509897232056,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.23159509897232056,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,62.0,14.0
262,262,71.0,1.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.875,0.23236195743083954,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.23236195743083954,1.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
263,263,57.0,2.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.23312883079051971,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.23312883079051971,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,57.0,17.0
264,264,74.0,2.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.23312883079051971,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23312883079051971,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,57.0,17.0
265,265,62.0,2.25,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.25,0.23466257750988007,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.23466257750988007,0.25,1.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,62.0,12.0
266,266,74.0,2.25,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.25,0.23466257750988007,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.23466257750988007,0.25,1.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,62.0,12.0
267,267,72.0,2.375,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.375,0.23542945086956024,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.23542945086956024,0.875,1.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
268,268,60.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.5,0.23619632422924042,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.23619632422924042,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,60.0,11.0
269,269,71.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.5,0.23619632422924042,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.23619632422924042,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,60.0,11.0
270,270,62.0,2.75,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.75,0.23773005604743958,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.23773005604743958,0.75,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,62.0,9.0
271,271,71.0,2.75,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.75,0.23773005604743958,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.23773005604743958,0.75,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,62.0,9.0
272,272,69.0,2.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.875,0.23849692940711975,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.23849692940711975,1.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
273,273,57.0,3.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,0.23926380276679993,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.23926380276679993,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,57.0,10.0
274,274,67.0,3.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,0.23926380276679993,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.23926380276679993,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,57.0,10.0
275,275,62.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.25,0.24079754948616028,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.24079754948616028,0.5833333333333333,1.4166666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
276,276,60.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.5,0.24233128130435944,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.24233128130435944,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,60.0,6.0
277,277,66.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.5,0.24233128130435944,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.24233128130435944,1.1666666666666665,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,60.0,6.0
278,278,62.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.75,0.2438650280237198,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.2438650280237198,1.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
279,279,59.0,0.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.24539877474308014,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.24539877474308014,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,59.0,8.0
280,280,67.0,0.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.24539877474308014,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.24539877474308014,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,59.0,8.0
281,281,67.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.25,0.2469325214624405,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2469325214624405,0.5714285714285714,1.4285714285714286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,67.0,12.0
282,282,79.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.25,0.2469325214624405,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.2469325214624405,0.5714285714285714,1.4285714285714286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,67.0,12.0
283,283,62.0,0.5,0.25,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.5,0.24846625328063965,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.24846625328063965,1.1428571428571428,1.8571428571428572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,62.0,17.0
284,284,79.0,0.5,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.5,0.24846625328063965,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.24846625328063965,1.1428571428571428,1.8571428571428572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,62.0,17.0
285,285,67.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.75,0.25,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.25,0.38095238095238093,1.619047619047619,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
286,286,59.0,1.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,0.25153374671936035,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.25153374671936035,0.6190476190476191,2.380952380952381,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
287,287,67.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.25,0.2530674934387207,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2530674934387207,1.1071428571428572,1.8928571428571428,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
288,288,62.0,1.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.5,0.25460124015808105,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.25460124015808105,1.5952380952380951,1.4047619047619047,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
289,289,77.0,1.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.5,0.25460124015808105,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.25460124015808105,1.5952380952380951,1.4047619047619047,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
290,290,67.0,1.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.75,0.256134957075119,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.256134957075119,2.083333333333333,0.9166666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
291,291,60.0,2.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.25766870379447937,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.25766870379447937,2.571428571428571,2.428571428571429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,60.0,15.0
292,292,75.0,2.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.25766870379447937,0.5905511811023622,0.348750697501395,0.20595513631972145,0.25766870379447937,2.571428571428571,2.428571428571429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,60.0,15.0
293,293,67.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.25,0.2592024505138397,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.2592024505138397,1.1428571428571428,1.8571428571428572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
