,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.fff,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,loudness_direction_basis.pp,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
954,954,70.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,327.0,0.44429346919059753,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.44429346919059753,1.4642857142857142,0.5357142857142858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,48.0,22.0
955,955,60.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,327.5,0.44497281312942505,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.44497281312942505,1.7321428571428572,0.2678571428571429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,60.0,7.0
956,956,67.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,327.5,0.44497281312942505,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.44497281312942505,1.7321428571428572,0.2678571428571429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,60.0,7.0
957,957,53.0,0.0,0.33333334,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,328.0,0.44565218687057495,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.44565218687057495,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,53.0,15.0
958,958,68.0,0.0,2.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,328.0,0.44565218687057495,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.44565218687057495,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,53.0,15.0
959,959,56.0,0.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,328.3333435058594,0.44610509276390076,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.44610509276390076,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
960,960,60.0,0.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,328.6666564941406,0.4465579688549042,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4465579688549042,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
961,961,58.0,1.0,0.33333334,4,1.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,329.0,0.44701087474823,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.44701087474823,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
962,962,56.0,1.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,329.3333435058594,0.4474637806415558,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.4474637806415558,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
963,963,55.0,1.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,329.6666564941406,0.4479166567325592,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4479166567325592,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
964,964,53.0,2.0,0.33333334,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,330.0,0.448369562625885,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.448369562625885,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,53.0,19.0
965,965,72.0,2.0,1.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,330.0,0.448369562625885,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.448369562625885,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,53.0,19.0
966,966,56.0,2.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,330.3333435058594,0.4488224685192108,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.4488224685192108,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
967,967,60.0,2.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,330.6666564941406,0.44927534461021423,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.44927534461021423,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
968,968,58.0,3.0,0.33333334,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,331.0,0.44972825050354004,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.44972825050354004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,58.0,19.0
969,969,77.0,3.0,1.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,331.0,0.44972825050354004,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.44972825050354004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,58.0,19.0
970,970,56.0,3.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,331.3333435058594,0.45018118619918823,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.45018118619918823,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
971,971,55.0,3.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,331.6666564941406,0.45063403248786926,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.45063403248786926,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
972,972,53.0,0.0,0.33333334,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,332.0,0.45108696818351746,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.45108696818351746,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,80.0,53.0,27.0
973,973,80.0,0.0,1.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,332.0,0.45108696818351746,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.45108696818351746,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,80.0,53.0,27.0
974,974,56.0,0.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,332.3333435058594,0.45153987407684326,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.45153987407684326,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
975,975,60.0,0.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,332.6666564941406,0.4519927501678467,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4519927501678467,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
976,976,58.0,1.0,0.33333334,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333.0,0.4524456560611725,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.4524456560611725,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,58.0,26.0
977,977,84.0,1.0,1.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333.0,0.4524456560611725,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.4524456560611725,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,58.0,26.0
978,978,56.0,1.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333.3333435058594,0.4528985619544983,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.4528985619544983,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
979,979,55.0,1.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333.6666564941406,0.4533514380455017,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4533514380455017,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
980,980,53.0,2.0,0.33333334,4,1.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,334.0,0.4538043439388275,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.4538043439388275,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
981,981,55.0,2.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,334.3333435058594,0.4542572498321533,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4542572498321533,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
982,982,53.0,2.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,334.6666564941406,0.45471012592315674,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.45471012592315674,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
983,983,51.0,3.0,0.33333334,4,1.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,335.0,0.45516303181648254,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.45516303181648254,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0
984,984,53.0,3.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,335.3333435058594,0.45561596751213074,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.45561596751213074,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
985,985,51.0,3.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,335.6666564941406,0.45606881380081177,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.45606881380081177,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0
986,986,38.0,0.0,2.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,336.0,0.45652174949645996,0.2992125984251969,0.08952817905635811,0.0267879590877292,0.45652174949645996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,84.0,38.0,46.0
987,987,50.0,0.0,2.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,336.0,0.45652174949645996,0.3937007874015748,0.15500031000062,0.06102374409473228,0.45652174949645996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,84.0,38.0,46.0
988,988,84.0,0.0,0.33333334,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,336.0,0.45652174949645996,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.45652174949645996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,84.0,38.0,46.0
989,989,86.0,0.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,336.3333435058594,0.45697465538978577,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.45697465538978577,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
990,990,87.0,0.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,336.6666564941406,0.4574275314807892,0.6850393700787402,0.4692789385578771,0.32147454846090795,0.4574275314807892,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,0.0
991,991,86.0,1.0,0.33333334,4,1.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,337.0,0.457880437374115,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.457880437374115,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
992,992,84.0,1.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,337.3333435058594,0.4583333432674408,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.4583333432674408,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
993,993,82.0,1.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,337.6666564941406,0.4587862193584442,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.4587862193584442,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
994,994,42.0,2.0,1.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,338.0,0.45923912525177,0.33070866141732286,0.10936821873643747,0.0361690172199242,0.45923912525177,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,42.0,39.0
995,995,54.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,338.0,0.45923912525177,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.45923912525177,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,42.0,39.0
996,996,81.0,2.0,0.33333334,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,338.0,0.45923912525177,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.45923912525177,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,42.0,39.0
997,997,82.0,2.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,338.3333435058594,0.4596920311450958,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.4596920311450958,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
998,998,84.0,2.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,338.6666564941406,0.46014490723609924,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.46014490723609924,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
999,999,45.0,3.0,1.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,339.0,0.46059781312942505,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.46059781312942505,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,82.0,45.0,37.0
1000,1000,57.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,339.0,0.46059781312942505,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.46059781312942505,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,82.0,45.0,37.0
1001,1001,82.0,3.0,0.33333334,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,339.0,0.46059781312942505,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.46059781312942505,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,82.0,45.0,37.0
1002,1002,81.0,3.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,339.3333435058594,0.46105074882507324,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.46105074882507324,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
1003,1003,79.0,3.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,339.6666564941406,0.4615035951137543,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.4615035951137543,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1004,1004,50.0,0.0,1.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,340.0,0.46195653080940247,0.3937007874015748,0.15500031000062,0.06102374409473228,0.46195653080940247,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,78.0,50.0,28.0
1005,1005,62.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,340.0,0.46195653080940247,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.46195653080940247,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,78.0,50.0,28.0
1006,1006,78.0,0.0,0.33333334,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,340.0,0.46195653080940247,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.46195653080940247,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,78.0,50.0,28.0
1007,1007,81.0,0.333343505859375,0.33333334,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,340.3333435058594,0.46240943670272827,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.46240943670272827,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
1008,1008,78.0,0.666656494140625,0.33333334,4,1.0,0.33333333333337123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,340.6666564941406,0.4628623127937317,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4628623127937317,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1009,1009,54.0,1.0,1.0,4,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,341.0,0.4633152186870575,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.4633152186870575,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,54.0,21.0
