,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.loudness_incr,loudness_direction_basis.fp,loudness_direction_basis.pp,loudness_direction_basis.mf,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
311,311,76.0,1.5,0.0,2,1.0,0.25,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.5,0.1455882340669632,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.1455882340669632,0.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,81.0,60.0,21.0
312,312,77.0,1.5,0.0,2,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.5,0.1455882340669632,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.1455882340669632,0.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,81.0,60.0,21.0
313,313,77.0,1.5,0.0,2,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.5,0.1455882340669632,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.1455882340669632,0.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,81.0,60.0,21.0
314,314,79.0,1.5,0.0,2,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.5,0.1455882340669632,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.1455882340669632,0.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,81.0,60.0,21.0
315,315,81.0,1.5,0.25,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.5,0.1455882340669632,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1455882340669632,0.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,81.0,60.0,21.0
316,316,67.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.5000000416666748,0.0,0.0,0.0,49.75,0.1463235318660736,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.1463235318660736,0.875,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,67.0,12.0
317,317,79.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.5000000416666748,0.0,0.0,0.0,49.75,0.1463235318660736,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.1463235318660736,0.875,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,67.0,12.0
318,318,62.0,0.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,0.14705882966518402,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.14705882966518402,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
319,319,77.0,0.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,0.14705882966518402,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.14705882966518402,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
320,320,67.0,0.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.25,0.14779411256313324,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.14779411256313324,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,67.0,9.0
321,321,76.0,0.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.25,0.14779411256313324,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.14779411256313324,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,67.0,9.0
322,322,64.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.5,0.14852941036224365,0.5039370078740157,0.25395250790501583,0.127976066975756,0.14852941036224365,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,64.0,10.0
323,323,74.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.5,0.14852941036224365,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.14852941036224365,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,64.0,10.0
324,324,67.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.75,0.14926470816135406,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.14926470816135406,0.6,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,67.0,5.0
325,325,72.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.75,0.14926470816135406,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.14926470816135406,0.6,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,67.0,5.0
326,326,65.0,1.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.0,0.15000000596046448,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.15000000596046448,0.8,0.19999999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,65.0,6.0
327,327,71.0,1.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.0,0.15000000596046448,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.15000000596046448,0.8,0.19999999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,65.0,6.0
328,328,67.0,1.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.25,0.1507352888584137,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.1507352888584137,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,67.0,5.0
329,329,72.0,1.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.25,0.1507352888584137,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.1507352888584137,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,67.0,5.0
330,330,62.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.5,0.1514705866575241,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.1514705866575241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,62.0,12.0
331,331,74.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.5,0.1514705866575241,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.1514705866575241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,62.0,12.0
332,332,67.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.75,0.15220588445663452,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.15220588445663452,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,67.0,9.0
333,333,76.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.75,0.15220588445663452,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.15220588445663452,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,67.0,9.0
334,334,59.0,0.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,0.15294118225574493,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.15294118225574493,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,59.0,18.0
335,335,77.0,0.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,0.15294118225574493,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.15294118225574493,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,59.0,18.0
336,336,67.0,0.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.25,0.15367646515369415,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.15367646515369415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,67.0,12.0
337,337,79.0,0.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.25,0.15367646515369415,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.15367646515369415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,67.0,12.0
338,338,62.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.5,0.15441176295280457,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.15441176295280457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,62.0,19.0
339,339,81.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.5,0.15441176295280457,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.15441176295280457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,62.0,19.0
340,340,67.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.75,0.15514706075191498,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.15514706075191498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,83.0,67.0,16.0
341,341,83.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.75,0.15514706075191498,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.15514706075191498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,67.0,16.0
342,342,59.0,1.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,0.1558823585510254,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.1558823585510254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,59.0,25.0
343,343,84.0,1.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,0.1558823585510254,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.1558823585510254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,59.0,25.0
344,344,67.0,1.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.25,0.1566176414489746,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.1566176414489746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,67.0,19.0
345,345,86.0,1.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.25,0.1566176414489746,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.1566176414489746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,67.0,19.0
346,346,55.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.5,0.15735293924808502,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.15735293924808502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,88.0,55.0,33.0
347,347,88.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.5,0.15735293924808502,0.6929133858267716,0.4801289602579205,0.3326877834858032,0.15735293924808502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0,55.0,33.0
348,348,67.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.75,0.15808823704719543,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.15808823704719543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,89.0,67.0,22.0
349,349,89.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.75,0.15808823704719543,0.7007874015748031,0.49110298220596443,0.34415878280575457,0.15808823704719543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,89.0,67.0,22.0
350,350,60.0,0.0,0.25,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,0.15882353484630585,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.15882353484630585,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,87.0,60.0,27.0
351,351,87.0,0.0,1.0,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,0.15882353484630585,0.6850393700787402,0.4692789385578771,0.32147454846090795,0.15882353484630585,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,87.0,60.0,27.0
352,352,67.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.25,0.15955881774425507,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.15955881774425507,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
353,353,65.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.5,0.16029411554336548,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.16029411554336548,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
354,354,67.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.75,0.1610294133424759,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.1610294133424759,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
355,355,60.0,1.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,0.1617647111415863,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.1617647111415863,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,88.0,60.0,28.0
356,356,88.0,1.0,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,0.1617647111415863,0.6929133858267716,0.4801289602579205,0.3326877834858032,0.1617647111415863,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0,60.0,28.0
357,357,67.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.25,0.16249999403953552,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.16249999403953552,0.8333333333333333,0.16666666666666674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
358,358,64.0,1.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.5,0.16323529183864594,0.5039370078740157,0.25395250790501583,0.127976066975756,0.16323529183864594,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
359,359,67.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.75,0.16397058963775635,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.16397058963775635,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
360,360,60.0,0.0,0.16666667,2,0.0,0.6666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0.16470588743686676,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.16470588743686676,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,60.0,16.0
361,361,76.0,0.0,0.6666667,2,1.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0.16470588743686676,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.16470588743686676,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,60.0,16.0
362,362,64.0,0.16666793823242188,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.16666793823242,0.16519607603549957,0.5039370078740157,0.25395250790501583,0.127976066975756,0.16519607603549957,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
363,363,69.0,0.3333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.33333206176758,0.16568626463413239,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.16568626463413239,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
364,364,72.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.5,0.1661764681339264,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.1661764681339264,0.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
365,365,81.0,0.6666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.66666793823242,0.1666666716337204,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.1666666716337204,0.7777777777777777,1.2222222222222223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
366,366,84.0,0.8333320617675781,0.16666667,2,0.0,0.1666666666666714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.83333206176758,0.1671568602323532,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.1671568602323532,1.0555555555555554,0.9444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
367,367,88.0,1.0,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0.16764706373214722,0.6929133858267716,0.4801289602579205,0.3326877834858032,0.16764706373214722,1.3333333333333333,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0
368,368,84.0,1.1666679382324219,0.16666667,2,0.0,0.1666666666666643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.16666793823242,0.16813725233078003,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.16813725233078003,0.4444444444444444,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
