,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.fp,loudness_direction_basis.loudness_incr,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
59,59,64.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.25,0.019402984529733658,0.5039370078740157,0.25395250790501583,0.127976066975756,0.019402984529733658,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
60,60,67.0,1.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.5,0.019900497049093246,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.019900497049093246,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,67.0,12.0
61,61,79.0,1.5,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.5,0.019900497049093246,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.019900497049093246,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,67.0,12.0
62,62,64.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.75,0.020398009568452835,0.5039370078740157,0.25395250790501583,0.127976066975756,0.020398009568452835,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
63,63,59.0,0.0,0.25,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.020895522087812424,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.020895522087812424,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,59.0,20.0
64,64,77.0,0.0,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.020895522087812424,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.020895522087812424,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,79.0,59.0,20.0
65,65,79.0,0.0,0.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.020895522087812424,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.020895522087812424,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,79.0,59.0,20.0
66,66,62.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.25,0.021393034607172012,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.021393034607172012,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
67,67,67.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.5,0.0218905471265316,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0218905471265316,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,67.0,9.0
68,68,76.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.5,0.0218905471265316,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.0218905471265316,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,67.0,9.0
69,69,62.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.75,0.02238805964589119,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.02238805964589119,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,62.0,12.0
70,70,74.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.75,0.02238805964589119,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.02238805964589119,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,62.0,12.0
71,71,59.0,1.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.022885572165250778,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.022885572165250778,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
72,72,74.0,1.0,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.022885572165250778,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.022885572165250778,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
73,73,62.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.25,0.023383084684610367,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.023383084684610367,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
74,74,67.0,1.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.5,0.023880597203969955,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.023880597203969955,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,67.0,10.0
75,75,77.0,1.5,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.5,0.023880597203969955,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.023880597203969955,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,67.0,10.0
76,76,62.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.75,0.024378109723329544,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.024378109723329544,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
77,77,60.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.024875622242689133,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.024875622242689133,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,60.0,17.0
78,78,76.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.024875622242689133,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.024875622242689133,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,60.0,17.0
79,79,77.0,0.0,0.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.024875622242689133,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.024875622242689133,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,60.0,17.0
80,80,64.0,0.5,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,0.02587064728140831,0.5039370078740157,0.25395250790501583,0.127976066975756,0.02587064728140831,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,64.0,10.0
81,81,67.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,0.02587064728140831,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.02587064728140831,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,64.0,10.0
82,82,74.0,0.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,0.02587064728140831,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.02587064728140831,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,64.0,10.0
83,83,72.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.75,0.0263681598007679,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.0263681598007679,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
84,84,62.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.026865672320127487,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.026865672320127487,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,71.0,62.0,9.0
85,85,65.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.026865672320127487,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.026865672320127487,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,71.0,62.0,9.0
86,86,71.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.026865672320127487,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.026865672320127487,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,71.0,62.0,9.0
87,87,60.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.5,0.027860697358846664,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.027860697358846664,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,60.0,12.0
88,88,64.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.5,0.027860697358846664,0.5039370078740157,0.25395250790501583,0.127976066975756,0.027860697358846664,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,60.0,12.0
89,89,72.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.5,0.027860697358846664,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.027860697358846664,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,60.0,12.0
90,90,55.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.028855720534920692,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.028855720534920692,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,55.0,21.0
91,91,60.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.028855720534920692,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.028855720534920692,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,76.0,55.0,21.0
92,92,76.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.028855720534920692,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.028855720534920692,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,76.0,55.0,21.0
93,93,55.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.030845770612359047,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.030845770612359047,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,55.0,19.0
94,94,59.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.030845770612359047,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.030845770612359047,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,55.0,19.0
95,95,74.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.030845770612359047,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.030845770612359047,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,55.0,19.0
96,96,79.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.5,0.03184079751372337,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.03184079751372337,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
97,97,60.0,0.0,0.25,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.03283582255244255,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.03283582255244255,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,60.0,17.0
98,98,76.0,0.0,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.03283582255244255,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.03283582255244255,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,60.0,17.0
99,99,77.0,0.0,0.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,0.03283582255244255,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.03283582255244255,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,60.0,17.0
100,100,64.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.25,0.03333333507180214,0.5039370078740157,0.25395250790501583,0.127976066975756,0.03333333507180214,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
101,101,67.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.5,0.03383084759116173,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.03383084759116173,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,67.0,7.0
102,102,74.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.5,0.03383084759116173,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.03383084759116173,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,67.0,7.0
103,103,64.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.75,0.03432835638523102,0.5039370078740157,0.25395250790501583,0.127976066975756,0.03432835638523102,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,64.0,8.0
104,104,72.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.75,0.03432835638523102,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.03432835638523102,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,64.0,8.0
105,105,60.0,1.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.03482586890459061,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.03482586890459061,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,60.0,12.0
106,106,72.0,1.0,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.03482586890459061,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.03482586890459061,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,60.0,12.0
107,107,64.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.25,0.035323381423950195,0.5039370078740157,0.25395250790501583,0.127976066975756,0.035323381423950195,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
108,108,67.0,1.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.5,0.035820893943309784,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.035820893943309784,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,67.0,5.0
109,109,72.0,1.5,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.5,0.035820893943309784,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.035820893943309784,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,67.0,5.0
110,110,64.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.75,0.03631840646266937,0.5039370078740157,0.25395250790501583,0.127976066975756,0.03631840646266937,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
111,111,60.0,0.0,0.25,2,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.03681591898202896,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.03681591898202896,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,74.0,60.0,14.0
112,112,71.0,0.0,0.0,2,1.0,0.25,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.03681591898202896,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.03681591898202896,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,74.0,60.0,14.0
113,113,72.0,0.0,1.5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.03681591898202896,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.03681591898202896,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,74.0,60.0,14.0
114,114,72.0,0.0,0.0,2,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.03681591898202896,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.03681591898202896,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,74.0,60.0,14.0
115,115,74.0,0.0,0.0,2,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.03681591898202896,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.03681591898202896,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,74.0,60.0,14.0
116,116,64.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.25,0.03731343150138855,0.5039370078740157,0.25395250790501583,0.127976066975756,0.03731343150138855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
117,117,67.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.5,0.03781094402074814,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.03781094402074814,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
