,src,des
0,0,0
1,1,52
2,2,107
3,3,150
4,3,151
5,5,159
6,5,160
7,5,161
8,7,162
9,8,217
10,9,223
11,9,224
12,9,225
13,10,231
14,10,232
15,10,233
16,11,239
17,11,240
18,11,241
19,12,247
20,12,248
21,13,275
22,14,278
23,15,284
24,15,285
25,15,286
26,16,292
27,16,293
28,16,294
29,17,300
30,17,301
31,17,302
32,18,338
33,19,407
34,20,410
35,21,413
36,22,417
37,23,424
38,23,425
39,23,426
40,24,433
41,24,434
42,24,435
43,25,442
44,25,443
45,25,444
46,26,483
47,27,489
48,27,490
49,27,491
50,27,492
51,28,497
52,29,503
53,29,504
54,29,505
55,29,506
56,30,507
57,31,523
58,31,524
59,31,525
60,31,526
61,32,531
62,32,532
63,32,533
64,32,534
65,32,535
66,33,545
67,34,551
68,34,552
69,34,553
70,34,554
71,35,559
72,36,565
73,36,566
74,36,567
75,36,568
76,37,573
77,37,574
78,37,575
79,38,580
80,39,581
81,40,587
82,40,588
83,40,589
84,40,590
85,41,592
86,42,638
87,42,639
88,43,653
89,43,654
90,43,655
91,44,673
92,44,674
93,45,675
94,46,681
95,46,682
96,46,683
97,46,684
98,47,689
99,48,695
100,48,696
101,48,697
102,48,698
103,49,703
104,49,704
105,49,705
106,50,710
107,51,711
108,52,717
109,52,718
110,52,719
111,52,720
112,53,722
113,54,746
114,54,747
115,54,748
116,55,772
117,55,773
118,55,774
119,56,782
120,56,783
121,56,784
122,56,785
123,57,793
124,57,794
125,57,795
126,57,796
127,58,809
128,59,849
129,59,850
130,59,851
131,60,859
132,60,860
133,60,861
134,60,862
135,61,894
136,61,895
137,62,900
138,64,991
139,64,992
140,66,1023
141,66,1024
142,66,1025
143,67,1081
144,67,1082
145,68,1086
146,69,1087
147,70,1168
148,70,1169
149,71,1170
150,72,1253
151,72,1254
152,72,1255
153,72,1256
154,73,1257
155,74,1331
156,74,1332
157,74,1333
158,75,1341
159,75,1342
160,76,1346
161,77,1350
162,78,1351
163,79,1352
164,80,1430
165,80,1431
166,80,1432
167,80,1433
168,81,1435
169,82,1439
170,82,1440
171,82,1441
172,83,1461
173,83,1462
174,83,1463
175,84,1504
176,85,1508
177,85,1509
178,85,1510
179,86,1530
180,86,1531
181,86,1532
182,87,1540
183,87,1541
184,87,1542
185,88,1566
186,88,1567
187,88,1568
188,88,1569
189,89,1571
